,T2M,PRECTOTCORR,HR,DY,MO,YEAR,QV2M,WS50M,WD50M
36602,29.87,0.0,7,4,6,2015,18.07,2.2,344.53
36603,31.87,0.0,8,4,6,2015,16.97,1.99,349.84
36604,34.12,0.0,9,4,6,2015,15.26,1.76,354.9
36605,35.98,0.0,10,4,6,2015,13.85,1.42,351.78
36606,37.09,0.0,11,4,6,2015,12.88,1.42,320.36
36607,37.5,0.0,12,4,6,2015,12.57,2.27,295.06
36608,37.51,0.0,13,4,6,2015,12.76,3.28,290.08
36609,37.37,0.0,14,4,6,2015,13.31,4.36,291.65
36610,36.83,0.0,15,4,6,2015,13.92,5.27,294.44
36611,35.51,0.0,16,4,6,2015,14.71,6.01,296.47
36612,33.57,0.0,17,4,6,2015,15.69,6.56,297.97
36613,31.4,0.0,18,4,6,2015,16.97,6.69,300.28
36614,30.06,0.0,19,4,6,2015,17.94,6.22,306.01
36615,29.44,0.0,20,4,6,2015,18.37,5.55,312.55
36616,29.02,0.0,21,4,6,2015,18.62,4.92,315.77
36617,28.71,0.0,22,4,6,2015,18.74,4.22,314.1
36618,28.44,0.0,23,4,6,2015,18.92,3.46,306.46
36619,28.06,0.0,0,5,6,2015,19.1,2.97,293.87
36620,27.76,0.0,1,5,6,2015,19.23,2.79,281.97
36621,27.55,0.0,2,5,6,2015,19.29,2.75,272.93
36622,27.42,0.0,3,5,6,2015,19.35,2.75,267.06
36623,27.36,0.0,4,5,6,2015,19.29,2.71,262.55
36624,27.33,0.0,5,5,6,2015,19.35,2.56,257.83
36625,27.9,0.0,6,5,6,2015,19.1,2.3,256.67
36626,28.43,0.0,7,5,6,2015,18.92,2.03,254.63
36627,29.15,0.0,8,5,6,2015,18.62,1.65,261.03
36628,30.31,0.0,9,5,6,2015,17.88,1.36,273.29
36629,31.55,0.0,10,5,6,2015,16.78,0.98,284.26
36630,32.69,0.0,11,5,6,2015,15.81,0.66,290.79
36631,33.58,0.0,12,5,6,2015,15.08,0.57,273.92
36632,34.01,0.0,13,5,6,2015,14.71,0.98,253.87
36633,34.05,0.0,14,5,6,2015,14.83,1.87,248.91
36634,33.66,0.0,15,5,6,2015,15.2,3.0,250.06
36635,32.8,0.0,16,5,6,2015,15.81,4.12,251.98
36636,31.44,0.0,17,5,6,2015,16.91,5.2,254.21
36637,29.91,0.0,18,5,6,2015,18.19,5.48,254.62
36638,29.05,0.0,19,5,6,2015,19.23,4.93,251.91
36639,28.62,0.0,20,5,6,2015,19.78,4.22,245.85
36640,28.33,0.0,21,5,6,2015,20.08,3.64,238.59
36641,28.05,0.0,22,5,6,2015,20.26,3.22,233.19
36642,27.82,0.0,23,5,6,2015,20.39,2.78,232.78
36643,27.62,0.0,0,6,6,2015,20.45,2.4,234.66
36644,27.4,0.0,1,6,6,2015,20.39,2.18,242.42
36645,27.27,0.0,2,6,6,2015,20.39,1.93,249.58
36646,27.18,0.0,3,6,6,2015,20.32,1.67,256.48
36647,27.12,0.0,4,6,6,2015,20.32,1.45,261.35
36648,27.13,0.0,5,6,6,2015,20.32,1.29,258.49
36649,27.69,0.0,6,6,6,2015,19.96,1.22,249.83
36650,28.42,0.0,7,6,6,2015,19.41,1.27,240.91
36651,29.47,0.0,8,6,6,2015,18.86,1.51,239.44
36652,30.77,0.0,9,6,6,2015,18.25,1.66,244.4
36653,32.05,0.0,10,6,6,2015,17.7,1.68,253.84
36654,33.23,0.0,11,6,6,2015,17.15,1.71,263.98
36655,34.14,0.0,12,6,6,2015,16.66,1.91,269.77
36656,34.6,0.0,13,6,6,2015,16.24,2.22,270.2
36657,34.65,0.0,14,6,6,2015,16.05,2.5,270.36
36658,34.3,0.0,15,6,6,2015,16.05,2.8,270.64
36659,33.53,0.0,16,6,6,2015,16.24,3.13,269.0
36660,32.41,0.0,17,6,6,2015,16.66,3.63,267.78
36661,30.84,0.0,18,6,6,2015,17.88,4.51,269.7
36662,29.77,0.0,19,6,6,2015,18.8,4.68,271.72
36663,29.25,0.0,20,6,6,2015,19.35,4.18,270.43
36664,28.87,0.0,21,6,6,2015,19.71,3.68,262.32
36665,28.56,0.0,22,6,6,2015,20.02,3.51,247.65
36666,28.3,0.0,23,6,6,2015,20.08,3.85,232.67
36667,28.09,0.0,0,7,6,2015,20.14,4.37,222.68
36668,27.87,0.0,1,7,6,2015,20.26,4.67,217.04
36669,27.72,0.0,2,7,6,2015,20.39,4.63,215.25
36670,27.58,0.0,3,7,6,2015,20.51,4.36,214.94
36671,27.46,0.0,4,7,6,2015,20.57,4.01,214.37
36672,27.37,0.0,5,7,6,2015,20.63,3.71,213.22
36673,28.22,0.0,6,7,6,2015,20.26,3.77,212.31
36674,29.34,0.0,7,7,6,2015,19.59,4.02,211.35
36675,30.54,0.0,8,7,6,2015,18.86,3.9,209.13
36676,31.55,0.0,9,7,6,2015,18.31,3.73,206.08
36677,32.37,0.0,10,7,6,2015,18.19,3.6,202.89
36678,32.94,0.0,11,7,6,2015,18.19,3.45,200.28
36679,33.26,0.0,12,7,6,2015,18.25,3.28,197.48
36680,33.49,0.0,13,7,6,2015,18.31,3.14,196.04
36681,33.37,0.0,14,7,6,2015,18.37,3.32,201.98
36682,32.83,0.0,15,7,6,2015,18.62,3.79,211.33
36683,32.05,0.0,16,7,6,2015,18.92,4.25,216.7
36684,30.98,0.0,17,7,6,2015,19.35,4.5,216.81
36685,29.54,0.0,18,7,6,2015,20.45,4.59,214.45
36686,28.66,0.0,19,7,6,2015,20.81,4.65,206.01
36687,28.24,0.0,20,7,6,2015,20.87,4.72,197.54
36688,27.94,0.0,21,7,6,2015,20.81,4.97,192.7
36689,27.67,0.0,22,7,6,2015,20.75,5.43,190.02
36690,27.4,0.0,23,7,6,2015,20.63,5.85,186.14
36691,27.14,0.0,0,8,6,2015,20.51,6.05,181.55
36692,26.83,0.0,1,8,6,2015,20.45,5.74,173.82
36693,26.57,0.0,2,8,6,2015,20.39,5.55,166.08
36694,26.37,0.0,3,8,6,2015,20.2,5.6,159.59
36695,26.21,0.0,4,8,6,2015,20.02,5.64,155.53
36696,26.2,0.0,5,8,6,2015,19.84,5.77,152.74
36697,27.13,0.0,6,8,6,2015,19.59,5.7,153.61
36698,28.69,0.0,7,8,6,2015,18.68,6.67,163.26
36699,30.45,0.0,8,8,6,2015,18.07,7.05,170.31
36700,32.15,0.0,9,8,6,2015,17.94,6.78,176.96
36701,33.45,0.0,10,8,6,2015,17.94,6.16,183.27
36702,34.28,0.0,11,8,6,2015,17.94,5.55,189.24
36703,34.42,0.0,12,8,6,2015,17.88,5.46,195.35
36704,34.07,0.0,13,8,6,2015,17.88,5.81,200.8
36705,33.29,0.0,14,8,6,2015,17.94,6.32,204.79
36706,32.23,0.0,15,8,6,2015,18.13,6.68,209.35
36707,31.19,0.0,16,8,6,2015,18.37,6.79,213.45
36708,30.15,0.0,17,8,6,2015,18.68,6.72,215.63
36709,29.13,0.0,18,8,6,2015,19.35,6.23,215.82
36710,28.55,0.0,19,8,6,2015,20.14,5.61,213.0
36711,28.25,0.0,20,8,6,2015,20.69,5.47,208.47
36712,28.0,0.0,21,8,6,2015,20.94,5.68,207.27
36713,27.78,0.0,22,8,6,2015,21.06,6.06,208.25
36714,27.57,0.0,23,8,6,2015,21.0,6.5,207.58
36715,27.3,0.0,0,9,6,2015,20.94,6.43,205.88
36716,26.97,0.0,1,9,6,2015,20.57,6.12,201.95
36717,26.65,0.0,2,9,6,2015,20.26,5.31,192.05
36718,26.37,0.0,3,9,6,2015,20.14,4.66,178.94
36719,26.19,0.0,4,9,6,2015,20.08,4.35,165.02
36720,26.15,0.0,5,9,6,2015,19.96,4.44,151.72
36721,26.65,0.0,6,9,6,2015,19.84,4.42,150.95
36722,27.48,0.0,7,9,6,2015,19.53,4.51,167.29
36723,28.63,0.0,8,9,6,2015,18.98,4.95,187.9
36724,29.89,0.0,9,9,6,2015,18.37,5.46,199.39
36725,30.92,0.0,10,9,6,2015,18.07,5.77,204.55
36726,31.83,0.0,11,9,6,2015,17.82,5.95,208.15
36727,32.41,0.0,12,9,6,2015,17.7,6.03,211.15
36728,32.74,0.0,13,9,6,2015,17.64,6.05,214.0
36729,32.98,0.0,14,9,6,2015,17.64,6.25,217.43
36730,32.71,0.0,15,9,6,2015,17.58,6.54,221.37
36731,31.82,0.0,16,9,6,2015,17.64,6.72,223.21
36732,30.69,0.0,17,9,6,2015,17.88,6.64,222.33
36733,29.37,0.0,18,9,6,2015,18.62,6.14,220.4
36734,28.4,0.0,19,9,6,2015,19.65,5.52,215.96
36735,27.96,0.0,20,9,6,2015,20.14,5.32,211.31
36736,27.62,0.0,21,9,6,2015,20.39,5.29,208.87
36737,27.34,0.0,22,9,6,2015,20.51,5.31,208.68
36738,27.1,0.0,23,9,6,2015,20.51,5.34,209.08
36739,26.88,0.0,0,10,6,2015,20.51,5.25,208.74
36740,26.74,0.0,1,10,6,2015,20.57,5.21,206.37
36741,26.65,0.0,2,10,6,2015,20.57,5.01,202.08
36742,26.58,0.0,3,10,6,2015,20.63,4.83,196.65
36743,26.51,0.0,4,10,6,2015,20.63,4.76,191.46
36744,26.48,0.0,5,10,6,2015,20.69,4.68,187.1
36745,27.01,0.0,6,10,6,2015,20.69,4.62,185.33
36746,27.87,0.0,7,10,6,2015,20.39,4.92,191.92
36747,28.98,0.0,8,10,6,2015,19.71,5.27,197.6
36748,30.1,0.0,9,10,6,2015,19.29,5.56,201.44
36749,30.99,0.0,10,10,6,2015,18.92,5.86,204.68
36750,31.69,0.0,11,10,6,2015,18.62,6.03,207.73
36751,32.03,0.0,12,10,6,2015,18.37,6.19,209.9
36752,32.15,0.0,13,10,6,2015,18.19,6.31,212.25
36753,31.97,0.0,14,10,6,2015,18.13,6.42,215.64
36754,31.63,0.0,15,10,6,2015,18.19,6.55,219.33
36755,31.08,0.0,16,10,6,2015,18.31,6.59,222.07
36756,30.17,0.0,17,10,6,2015,18.55,6.44,223.82
36757,28.97,0.0,18,10,6,2015,19.17,5.91,222.43
36758,28.22,0.0,19,10,6,2015,19.84,5.31,216.99
36759,27.9,0.0,20,10,6,2015,20.14,5.14,209.87
36760,27.63,0.0,21,10,6,2015,20.32,5.07,204.31
36761,27.4,0.0,22,10,6,2015,20.45,4.99,200.34
36762,27.22,0.0,23,10,6,2015,20.45,5.23,197.03
36763,27.07,0.0,0,11,6,2015,20.45,5.22,194.31
36764,26.9,0.0,1,11,6,2015,20.51,4.97,192.33
36765,26.76,0.0,2,11,6,2015,20.45,4.99,192.75
36766,26.68,0.0,3,11,6,2015,20.32,4.98,193.43
36767,26.58,0.0,4,11,6,2015,20.26,4.77,193.54
36768,26.58,0.0,5,11,6,2015,20.26,4.58,193.7
36769,27.6,0.0,6,11,6,2015,20.08,4.43,195.88
36770,28.99,0.0,7,11,6,2015,19.53,4.68,205.2
36771,30.44,0.0,8,11,6,2015,19.17,4.75,211.97
36772,31.61,0.0,9,11,6,2015,19.17,4.79,216.78
36773,32.37,0.0,10,11,6,2015,19.17,4.83,220.6
36774,32.74,0.0,11,11,6,2015,19.17,4.92,223.84
36775,32.74,0.0,12,11,6,2015,19.29,5.09,226.8
36776,32.38,0.0,13,11,6,2015,19.41,5.22,228.94
36777,32.0,0.0,14,11,6,2015,19.53,5.4,233.3
36778,31.4,0.0,15,11,6,2015,19.65,5.54,237.72
36779,30.51,0.0,16,11,6,2015,19.9,5.52,239.37
36780,29.47,0.0,17,11,6,2015,20.26,5.47,238.49
36781,28.37,0.0,18,11,6,2015,20.94,5.15,235.83
36782,27.83,0.0,19,11,6,2015,21.42,5.0,234.28
36783,27.67,0.0,20,11,6,2015,21.61,5.04,234.46
36784,27.53,0.0,21,11,6,2015,21.67,5.19,235.98
36785,27.41,0.0,22,11,6,2015,21.67,5.37,241.38
36786,27.3,0.0,23,11,6,2015,21.67,5.58,247.6
36787,27.19,0.0,0,12,6,2015,21.61,5.57,251.77
36788,27.09,0.0,1,12,6,2015,21.55,5.72,255.7
36789,27.01,0.0,2,12,6,2015,21.48,5.6,257.36
36790,26.96,0.0,3,12,6,2015,21.48,5.14,255.56
36791,26.93,0.0,4,12,6,2015,21.48,4.79,249.55
36792,26.95,0.0,5,12,6,2015,21.48,4.82,241.23
36793,27.39,0.0,6,12,6,2015,21.55,4.8,233.0
36794,27.81,0.0,7,12,6,2015,21.36,4.99,226.84
36795,28.15,0.0,8,12,6,2015,20.75,5.28,228.96
36796,28.5,0.0,9,12,6,2015,19.96,5.33,232.86
36797,28.8,0.0,10,12,6,2015,19.47,5.28,235.91
36798,29.14,0.0,11,12,6,2015,19.17,5.15,239.66
36799,29.37,0.0,12,12,6,2015,19.04,5.1,243.94
36800,29.41,0.0,13,12,6,2015,18.98,5.2,247.64
36801,29.29,0.0,14,12,6,2015,18.98,5.5,250.25
36802,29.08,0.0,15,12,6,2015,18.98,5.74,253.14
36803,28.73,0.0,16,12,6,2015,18.98,5.79,253.62
36804,28.18,0.0,17,12,6,2015,19.17,5.79,250.93
36805,27.37,0.0,18,12,6,2015,19.59,5.79,246.79
36806,26.98,0.0,19,12,6,2015,19.96,5.93,243.37
36807,26.9,0.0,20,12,6,2015,20.32,5.8,240.92
36808,26.9,0.0,21,12,6,2015,20.69,5.6,238.86
36809,26.92,0.0,22,12,6,2015,20.87,5.59,238.13
36810,26.87,0.0,23,12,6,2015,20.94,5.78,238.54
36811,26.82,0.0,0,13,6,2015,20.94,6.07,238.64
36812,26.72,0.0,1,13,6,2015,20.81,6.15,237.66
36813,26.59,0.0,2,13,6,2015,20.75,6.08,235.78
36814,26.44,0.0,3,13,6,2015,20.57,6.18,233.17
36815,26.26,0.0,4,13,6,2015,20.32,6.51,231.33
36816,26.08,0.0,5,13,6,2015,20.08,6.69,227.18
36817,26.37,0.0,6,13,6,2015,19.96,6.65,224.29
36818,26.97,0.0,7,13,6,2015,19.23,7.02,226.76
36819,27.91,0.0,8,13,6,2015,18.43,6.52,229.86
36820,28.96,0.0,9,13,6,2015,18.13,6.04,234.05
36821,29.68,0.0,10,13,6,2015,18.13,5.94,238.78
36822,30.08,0.0,11,13,6,2015,18.25,6.04,242.24
36823,30.15,0.0,12,13,6,2015,18.37,6.16,245.03
36824,30.12,0.0,13,13,6,2015,18.43,6.31,248.36
36825,29.69,0.0,14,13,6,2015,18.86,6.77,249.68
36826,29.01,0.0,15,13,6,2015,19.59,7.61,250.19
36827,28.29,0.0,16,13,6,2015,20.02,8.34,252.5
36828,27.55,0.0,17,13,6,2015,20.14,8.3,253.99
36829,27.01,0.0,18,13,6,2015,20.14,7.81,254.34
36830,26.74,0.0,19,13,6,2015,19.9,7.41,254.53
36831,26.58,0.0,20,13,6,2015,19.71,6.71,253.51
36832,26.44,0.0,21,13,6,2015,19.65,6.16,252.81
36833,26.34,0.0,22,13,6,2015,19.59,5.69,251.42
36834,26.26,0.0,23,13,6,2015,19.59,5.53,250.0
36835,26.16,0.0,0,14,6,2015,19.59,5.45,249.8
36836,26.09,0.0,1,14,6,2015,19.53,5.36,249.53
36837,26.01,0.0,2,14,6,2015,19.59,5.13,249.3
36838,25.9,0.0,3,14,6,2015,19.59,5.03,249.82
36839,25.83,0.0,4,14,6,2015,19.53,4.78,249.22
36840,25.79,0.0,5,14,6,2015,19.59,4.41,247.26
36841,26.62,0.0,6,14,6,2015,19.84,4.08,244.81
36842,27.55,0.0,7,14,6,2015,19.47,4.79,248.58
36843,28.34,0.0,8,14,6,2015,19.04,5.38,251.72
36844,28.94,0.0,9,14,6,2015,18.98,5.53,253.15
36845,29.3,0.0,10,14,6,2015,18.92,5.86,255.02
36846,29.39,0.0,11,14,6,2015,18.92,6.35,256.41
36847,29.45,0.0,12,14,6,2015,18.8,6.92,257.14
36848,29.07,0.0,13,14,6,2015,18.62,7.48,256.04
36849,28.65,0.0,14,14,6,2015,18.31,7.78,254.93
36850,28.3,0.0,15,14,6,2015,18.07,7.84,253.32
36851,27.81,0.0,16,14,6,2015,17.94,7.61,251.19
36852,27.14,0.0,17,14,6,2015,18.19,7.14,247.7
36853,26.23,0.0,18,14,6,2015,18.62,6.54,242.61
36854,25.81,0.0,19,14,6,2015,18.68,6.29,238.66
36855,25.65,0.0,20,14,6,2015,18.62,6.11,235.48
36856,25.48,0.0,21,14,6,2015,18.49,5.84,232.29
36857,25.26,0.0,22,14,6,2015,18.31,5.44,227.44
36858,25.11,0.0,23,14,6,2015,18.25,5.14,222.05
36859,24.99,0.0,0,15,6,2015,18.25,4.89,218.12
36860,24.9,0.0,1,15,6,2015,18.25,4.67,216.16
36861,24.84,0.0,2,15,6,2015,18.25,4.41,214.08
36862,24.85,0.0,3,15,6,2015,18.25,4.28,211.11
36863,24.88,0.0,4,15,6,2015,18.25,4.39,209.21
36864,25.05,0.0,5,15,6,2015,18.37,4.58,208.1
36865,26.7,0.0,6,15,6,2015,18.92,4.59,209.71
36866,28.23,0.0,7,15,6,2015,18.49,5.26,227.41
36867,29.51,0.0,8,15,6,2015,18.01,5.53,236.58
36868,30.38,0.0,9,15,6,2015,17.7,5.16,238.62
36869,31.04,0.0,10,15,6,2015,17.52,4.96,239.76
36870,31.42,0.0,11,15,6,2015,17.4,5.05,240.02
36871,31.51,0.0,12,15,6,2015,17.27,5.39,240.2
36872,31.26,0.0,13,15,6,2015,17.15,5.82,240.65
36873,30.87,0.0,14,15,6,2015,17.03,6.42,242.53
36874,30.3,0.0,15,15,6,2015,16.78,6.92,243.96
36875,29.57,0.0,16,15,6,2015,16.6,6.89,243.32
36876,28.62,0.0,17,15,6,2015,16.66,6.33,239.86
36877,27.19,0.0,18,15,6,2015,17.82,5.2,232.44
36878,26.42,0.0,19,15,6,2015,18.55,4.36,220.94
36879,26.17,0.0,20,15,6,2015,18.74,4.13,210.59
36880,25.95,0.0,21,15,6,2015,18.86,4.16,206.08
36881,25.8,0.0,22,15,6,2015,18.92,4.21,207.52
36882,25.7,0.0,23,15,6,2015,18.92,4.43,215.46
36883,25.62,0.0,0,16,6,2015,18.92,4.55,221.73
36884,25.5,0.0,1,16,6,2015,18.86,4.68,225.74
36885,25.39,0.0,2,16,6,2015,18.74,4.69,225.81
36886,25.31,0.0,3,16,6,2015,18.68,4.59,222.65
36887,25.24,0.0,4,16,6,2015,18.62,4.59,218.43
36888,25.27,0.0,5,16,6,2015,18.62,4.64,213.1
36889,26.61,0.0,6,16,6,2015,18.8,4.62,207.69
36890,27.98,0.0,7,16,6,2015,18.31,5.15,212.05
36891,29.31,0.0,8,16,6,2015,18.01,5.5,215.23
36892,30.48,0.0,9,16,6,2015,17.64,5.66,219.29
36893,31.44,0.0,10,16,6,2015,17.33,5.66,223.99
36894,32.11,0.0,11,16,6,2015,17.21,5.48,230.61
36895,32.42,0.0,12,16,6,2015,17.09,5.23,238.57
36896,32.32,0.0,13,16,6,2015,17.09,5.3,245.14
36897,31.75,0.0,14,16,6,2015,17.15,5.8,246.82
36898,30.9,0.0,15,16,6,2015,17.15,6.48,244.64
36899,29.82,0.0,16,16,6,2015,17.33,6.96,241.22
36900,28.59,0.0,17,16,6,2015,17.7,7.2,236.24
36901,27.21,0.0,18,16,6,2015,18.31,7.0,229.71
36902,26.38,0.0,19,16,6,2015,18.68,6.61,223.95
36903,26.0,0.0,20,16,6,2015,18.74,6.31,219.72
36904,25.73,0.0,21,16,6,2015,18.74,6.03,216.84
36905,25.55,0.0,22,16,6,2015,18.68,5.86,215.07
36906,25.38,0.0,23,16,6,2015,18.62,5.71,215.15
36907,25.26,0.0,0,17,6,2015,18.55,5.92,219.05
36908,25.22,0.0,1,17,6,2015,18.55,5.89,221.51
36909,25.16,0.0,2,17,6,2015,18.68,5.68,220.7
36910,25.08,0.0,3,17,6,2015,18.74,5.56,219.3
36911,25.02,0.0,4,17,6,2015,18.86,5.43,218.04
36912,25.05,0.0,5,17,6,2015,18.86,5.44,218.17
36913,25.99,0.0,6,17,6,2015,19.04,5.54,220.43
36914,27.15,0.0,7,17,6,2015,18.74,6.37,226.74
36915,28.37,0.0,8,17,6,2015,18.55,6.48,226.9
36916,29.32,0.0,9,17,6,2015,18.55,6.69,224.67
36917,30.08,0.0,10,17,6,2015,18.55,7.09,222.95
36918,30.64,0.0,11,17,6,2015,18.43,7.69,223.27
36919,30.74,0.0,12,17,6,2015,18.31,8.27,223.81
36920,30.58,0.0,13,17,6,2015,18.19,8.72,223.55
36921,30.19,0.0,14,17,6,2015,17.94,8.86,223.61
36922,29.75,0.0,15,17,6,2015,17.7,8.59,222.27
36923,29.26,0.0,16,17,6,2015,17.52,8.12,218.44
36924,28.45,0.0,17,17,6,2015,17.52,7.5,212.23
36925,27.19,0.0,18,17,6,2015,17.94,7.04,205.43
36926,26.56,0.0,19,17,6,2015,18.31,7.16,199.7
36927,26.31,0.0,20,17,6,2015,18.62,7.56,193.56
36928,26.13,0.0,21,17,6,2015,18.86,7.89,187.22
36929,25.95,0.0,22,17,6,2015,19.1,7.64,181.05
36930,25.84,0.0,23,17,6,2015,19.29,7.46,179.7
36931,25.83,0.0,0,18,6,2015,19.53,7.04,182.93
36932,25.9,0.0,1,18,6,2015,19.84,6.86,190.76
36933,25.99,0.0,2,18,6,2015,19.9,6.86,202.42
36934,25.98,0.0,3,18,6,2015,19.71,7.06,210.88
36935,25.81,0.0,4,18,6,2015,19.41,6.83,212.29
36936,25.73,0.0,5,18,6,2015,19.29,6.66,204.25
36937,26.58,0.0,6,18,6,2015,19.47,6.35,192.58
36938,27.76,0.0,7,18,6,2015,19.35,7.0,191.32
36939,28.69,0.0,8,18,6,2015,19.23,7.4,190.53
36940,29.08,0.0,9,18,6,2015,19.65,7.58,188.96
36941,29.5,0.0,10,18,6,2015,19.96,7.9,189.16
36942,29.81,0.0,11,18,6,2015,20.14,8.39,191.82
36943,29.82,0.0,12,18,6,2015,20.51,8.94,195.82
36944,29.55,0.0,13,18,6,2015,20.75,9.5,198.96
36945,29.15,0.0,14,18,6,2015,20.81,10.03,202.33
36946,28.59,0.0,15,18,6,2015,20.81,10.41,205.41
36947,28.13,0.0,16,18,6,2015,20.75,10.21,206.64
36948,27.57,0.0,17,18,6,2015,20.69,9.4,205.71
36949,26.96,0.0,18,18,6,2015,20.51,8.95,203.25
36950,26.69,0.0,19,18,6,2015,20.32,8.82,201.91
36951,26.69,0.0,20,18,6,2015,20.2,8.95,203.39
36952,26.71,0.0,21,18,6,2015,20.14,8.66,204.3
36953,26.64,0.0,22,18,6,2015,20.14,8.18,203.46
36954,26.56,0.0,23,18,6,2015,20.14,8.13,206.47
36955,26.5,0.0,0,19,6,2015,20.14,8.04,209.86
36956,26.48,0.0,1,19,6,2015,20.08,8.13,211.92
36957,26.45,0.0,2,19,6,2015,20.02,8.21,215.7
36958,26.44,0.0,3,19,6,2015,19.96,8.2,221.29
36959,26.43,0.0,4,19,6,2015,19.96,8.05,223.86
36960,26.47,0.0,5,19,6,2015,20.02,7.94,226.08
36961,26.98,0.0,6,19,6,2015,20.2,7.72,226.11
36962,27.71,0.0,7,19,6,2015,20.57,7.31,224.09
36963,28.43,0.0,8,19,6,2015,20.63,7.92,225.32
36964,29.2,0.0,9,19,6,2015,20.08,8.85,226.25
36965,29.73,0.0,10,19,6,2015,19.78,9.29,225.03
36966,29.94,0.0,11,19,6,2015,19.9,9.5,223.3
36967,29.83,0.0,12,19,6,2015,20.14,9.53,221.24
36968,29.55,0.0,13,19,6,2015,20.32,9.37,219.18
36969,29.27,0.0,14,19,6,2015,20.45,9.01,214.65
36970,28.92,0.0,15,19,6,2015,20.57,8.78,206.36
36971,28.17,0.0,16,19,6,2015,20.87,8.46,192.92
36972,27.31,0.0,17,19,6,2015,21.12,7.73,178.03
36973,26.73,0.0,18,19,6,2015,21.24,7.42,165.42
36974,26.62,0.0,19,19,6,2015,21.12,8.12,173.37
36975,26.58,0.0,20,19,6,2015,21.06,10.06,195.73
36976,26.59,0.0,21,19,6,2015,21.0,11.9,210.45
36977,26.5,0.0,22,19,6,2015,20.87,12.71,215.17
36978,26.31,0.0,23,19,6,2015,20.57,11.53,217.59
36979,26.07,0.0,0,20,6,2015,20.26,10.22,216.86
36980,25.87,0.0,1,20,6,2015,19.96,9.51,215.37
36981,25.78,0.0,2,20,6,2015,19.96,8.73,211.2
36982,25.8,0.0,3,20,6,2015,20.14,8.1,203.3
36983,25.94,0.0,4,20,6,2015,20.45,8.04,193.89
36984,26.13,0.0,5,20,6,2015,20.75,7.93,188.15
36985,26.69,0.0,6,20,6,2015,21.18,8.68,201.72
36986,27.37,0.0,7,20,6,2015,21.67,10.36,219.55
36987,27.84,0.0,8,20,6,2015,21.97,10.9,223.37
36988,28.12,0.0,9,20,6,2015,21.67,11.67,222.31
36989,28.29,0.0,10,20,6,2015,21.42,11.67,218.56
36990,28.4,0.0,11,20,6,2015,21.42,11.81,216.45
36991,28.41,0.0,12,20,6,2015,21.36,12.33,215.96
36992,28.29,0.0,13,20,6,2015,21.36,12.88,215.1
36993,28.15,0.0,14,20,6,2015,21.42,12.8,213.92
36994,27.91,0.0,15,20,6,2015,21.55,11.82,213.51
36995,27.68,0.0,16,20,6,2015,21.73,10.46,215.58
36996,27.44,0.0,17,20,6,2015,21.79,10.19,220.27
36997,27.21,0.0,18,20,6,2015,21.61,10.71,223.02
36998,27.05,0.0,19,20,6,2015,21.42,10.8,222.89
36999,26.9,0.0,20,20,6,2015,21.3,10.16,218.88
37000,26.8,0.0,21,20,6,2015,21.24,9.73,214.2
37001,26.74,0.0,22,20,6,2015,21.12,9.99,213.19
37002,26.68,0.0,23,20,6,2015,21.06,9.98,213.02
37003,26.58,0.0,0,21,6,2015,20.87,9.64,211.95
37004,26.44,0.0,1,21,6,2015,20.63,9.37,210.46
37005,26.22,0.0,2,21,6,2015,20.32,9.24,208.25
37006,26.01,0.0,3,21,6,2015,20.08,8.73,202.13
37007,25.82,0.0,4,21,6,2015,19.9,8.3,192.51
37008,25.69,0.0,5,21,6,2015,19.96,8.21,181.58
37009,25.9,0.0,6,21,6,2015,20.26,8.37,176.63
37010,26.5,0.0,7,21,6,2015,20.81,8.32,181.08
37011,27.23,0.0,8,21,6,2015,21.36,9.51,196.81
37012,27.87,0.0,9,21,6,2015,21.48,11.08,208.93
37013,28.36,0.0,10,21,6,2015,21.36,12.0,214.2
37014,28.75,0.0,11,21,6,2015,21.42,12.3,214.96
37015,28.98,0.0,12,21,6,2015,21.36,12.46,214.09
37016,28.98,0.0,13,21,6,2015,21.18,12.62,213.74
37017,28.68,0.0,14,21,6,2015,21.18,12.46,214.32
37018,28.19,0.0,15,21,6,2015,21.36,11.8,214.02
37019,27.74,0.0,16,21,6,2015,21.48,10.84,211.59
37020,27.24,0.0,17,21,6,2015,21.36,10.05,210.23
37021,26.75,0.0,18,21,6,2015,20.94,10.04,210.34
37022,26.49,0.0,19,21,6,2015,20.81,9.71,209.43
37023,26.4,0.0,20,21,6,2015,20.75,9.61,208.25
37024,26.37,0.0,21,21,6,2015,20.69,9.56,208.07
37025,26.34,0.0,22,21,6,2015,20.63,9.75,208.0
37026,26.36,0.0,23,21,6,2015,20.63,10.46,210.07
37027,26.3,0.0,0,22,6,2015,20.57,10.21,209.43
37028,26.23,0.0,1,22,6,2015,20.51,10.0,207.97
37029,26.23,0.0,2,22,6,2015,20.51,9.94,206.91
37030,26.27,0.0,3,22,6,2015,20.57,10.03,206.05
37031,26.27,0.0,4,22,6,2015,20.57,9.93,203.62
