YEAR,MO,DY,HR,T2M,PRECTOTCORR,RH2M,WD50M,WS50M
2021,3,30,16,37.44,0,15.25,316.17,4.86
2021,3,30,17,35.12,0,17.56,304.46,5.83
2021,3,30,18,31.49,0,23.44,291.78,6.95
2021,3,30,19,29.08,0,30.62,285.88,7.11
2021,3,30,20,27.1,0,39,283.38,6.75
2021,3,30,21,25.59,0,47,283.25,5.66
2021,3,30,22,24.29,0,53.88,285.09,4.44
2021,3,30,23,23.24,0,58.88,286.56,3.48
2021,3,31,0,22.56,0,61.38,287.62,2.94
2021,3,31,1,21.87,0,62.81,293.73,3.18
2021,3,31,2,21.19,0,63.31,305.23,4.1
2021,3,31,3,20.59,0,64.69,310.03,4.65
2021,3,31,4,20.03,0,65.56,315.19,4.93
2021,3,31,5,19.53,0,65.06,321.57,5.07
2021,3,31,6,21.24,0,54.75,327.94,4.89
2021,3,31,7,25.2,0,38.44,332.09,4.16
2021,3,31,8,31.4,0,15.44,329.07,4.91
2021,3,31,9,34.91,0,9.75,318.18,4.48
2021,3,31,10,37.14,0,8.38,302.59,4.06
2021,3,31,11,38.7,0,8,289.99,4.27
2021,3,31,12,39.6,0,7.62,283.79,4.95
2021,3,31,13,39.88,0,7.44,281.34,5.76
2021,3,31,14,39.37,0,7.75,281.68,6.49
2021,3,31,15,38.18,0,8.62,282.78,7.03
2021,3,31,16,36.35,0,10.06,283.43,7.57
2021,3,31,17,33.69,0,12.75,281.47,8.21
2021,3,31,18,29.93,0,18.88,276.25,8.76
2021,3,31,19,27.7,0,26.94,275.59,8.34
2021,3,31,20,25.8,0,36.62,278.67,7.62
2021,3,31,21,24.29,0,46.38,283.98,7.12
2021,3,31,22,23.01,0,55.88,289.33,6.8
2021,3,31,23,21.9,0,65.12,293.33,6.49
2021,4,1,0,20.93,0,74.12,296.3,6.14
2021,4,1,1,20.19,0,81.94,298.78,5.78
2021,4,1,2,19.56,0,88.31,301.99,5.32
2021,4,1,3,18.89,0,93.56,305.68,4.81
2021,4,1,4,18.32,0,97.19,310.29,4.3
